brandName,genericName,strength,formulation,category,aliases,betaAllowed
Xytel 40 Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Xytel 80mg Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
Xytel H 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yanitel 20mg Tablet,Telmisartan,20mg,Tablet,Hypertension,"['Arbitel 20 Tablet', 'Antel 20mg Tablet', 'Abtelmi 20 Tablet']",True
Yanitel 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yanitel 80mg Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
Yanitel H 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yaxotel H 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yewloc 10mg Tablet,Amlodipine,10mg,Tablet,Hypertension,"['Amlong 10 Tablet', 'Amlip 10 Tablet', 'Amlopres 10 Tablet']",True
Yewloc 5mg Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Yogaprol-AM 50 Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Yogatel 40 Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yogatel-AM 40mg/5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yogatel-CH 40 Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yogatel-H 80 Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
Yotel 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yotel AM 40mg/5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yotel H 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Yugprol AM 50 Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Yuvipress AT 5mg/50mg Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Z-Sar 50 Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Z-Sar-H 50mg/12.5mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Z-TEL-H 40MG/12.5MG TABLET,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Z-Tel 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
ZELIS-AM 5MG/5MG TABLET,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zaart 100mg Tablet,Losartan,100mg,Tablet,Hypertension,"['Cozartan 100 Tablet', 'Losar 100mg Tablet', 'Losaline 100mg Tablet']",True
Zargo 25mg Tablet,Losartan,25mg,Tablet,Hypertension,"['Angizaar 25 Tablet', 'Amlozaar 25 mg/5 mg Tablet', 'Asart 25mg Tablet']",True
Zargo 50mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zargo H 50 mg/12.5 mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zartel 40 H Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zartel 40 Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zatin 50mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zatin H 50 mg/12.5 mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zeblong T 40mg/8mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zeblong T 80mg/8mg Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
Zeltel AM 40mg/5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zeltel H 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zeltel H 80mg/12.5mg Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
Zemlo A 5mg/50mg Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zensartan 20mg Tablet,Telmisartan,20mg,Tablet,Hypertension,"['Arbitel 20 Tablet', 'Antel 20mg Tablet', 'Abtelmi 20 Tablet']",True
Zensartan 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zensartan 80mg Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
Zensartan Beta 40mg/25mg Tablet PR,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zensartan Beta 40mg/50mg Tablet PR,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zensartan CT 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zensartan H 40 mg/12.5 mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zensartan LN 10mg/40mg Tablet,Cilnidipine,10mg,Tablet,Hypertension,"['Acmetel-LN Tablet', 'Alvitel LN 10mg/40mg Tablet', 'Cilacar T Tablet']",True
Zensartan Trio 40mg/5mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zensartan-AM Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zeoformin MS 40mg/50mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zeosartan 80mg Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
Zepine 5mg Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zetel 40 Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zetel-AM Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zetel-H Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Ziblok 25 Tablet,Atenolol,25mg,Tablet,Hypertension,"['Aten 25 Tablet', 'Atenex 25mg Tablet', 'Atecard 25 Tablet']",True
Ziblok 50 Tablet,Atenolol,50mg,Tablet,Hypertension,"['Aten 50 Tablet', 'Aten-D Tablet', 'Atecard D Tablet']",True
Zicartel CL Tablet,Cilnidipine,10mg,Tablet,Hypertension,"['Acmetel-LN Tablet', 'Alvitel LN 10mg/40mg Tablet', 'Cilacar T Tablet']",True
Zicartel H Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zicartel Trio Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zigpril 2.5mg Tablet,Ramipril,2.5mg,Tablet,Hypertension,"['ACE 2.5mg Tablet', 'Acepril 2.5mg Tablet', 'AB-Ramprel 2.5mg Tablet']",True
Zigpril 5mg Capsule,Ramipril,5mg,Capsule,Hypertension,"['Atorec R 5mg/10mg Capsule', 'Cardiopril 5 Capsule', 'Hopace-H 5 Capsule']",True
Zilos 25 Tablet,Losartan,25mg,Tablet,Hypertension,"['Angizaar 25 Tablet', 'Amlozaar 25 mg/5 mg Tablet', 'Asart 25mg Tablet']",True
Zilos 50 Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zilos-AM Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zilos-H Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zimtel 20mg Tablet,Telmisartan,20mg,Tablet,Hypertension,"['Arbitel 20 Tablet', 'Antel 20mg Tablet', 'Abtelmi 20 Tablet']",True
Zimtel 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zione DS T 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zione DS T 80mg/12.5mg Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
Zione L 50mg/6.25mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zione T 40mg/6.25mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Ziram 2.5 Tablet,Ramipril,2.5mg,Tablet,Hypertension,"['ACE 2.5mg Tablet', 'Acepril 2.5mg Tablet', 'AB-Ramprel 2.5mg Tablet']",True
Ziram 5 Tablet,Ramipril,5mg,Tablet,Hypertension,"['Acepril 5mg Tablet', 'AB-Ramprel 5 Tablet', 'Amipril 5mg Tablet']",True
Zitelmi 20mg Tablet,Telmisartan,20mg,Tablet,Hypertension,"['Arbitel 20 Tablet', 'Antel 20mg Tablet', 'Abtelmi 20 Tablet']",True
Zitelmi 40 Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zitelmi M  40mg/50mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zitelmi-AH Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zitelmi-C Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zitelmi-H Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zivast L  Forte 10 mg/50 mg Tablet,Atorvastatin,10mg,Tablet,Hypertension,"['Atorva Tablet', 'Aztor 10 Tablet', 'Aztolet  10 Tablet']",True
Zivast L 10 mg/25 mg Tablet,Atorvastatin,10mg,Tablet,Hypertension,"['Atorva Tablet', 'Aztor 10 Tablet', 'Aztolet  10 Tablet']",True
Zivast-AM Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zivotel 20mg Tablet,Telmisartan,20mg,Tablet,Hypertension,"['Arbitel 20 Tablet', 'Antel 20mg Tablet', 'Abtelmi 20 Tablet']",True
Zivotel 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zivotel CH 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zodipin 5mg Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zodipin Plus 5mg/50mg Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zoetel 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zoetel Beta 40mg/50mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zolme 3D 40mg/5mg/12.5mg Tablet,Olmesartan Medoxomil,40mg,Tablet,Hypertension,"['Culmi A 40mg/5mg Tablet', 'Doltan AM 40mg/5mg Tablet', 'Ezisartan OAH 40mg/5mg/12.5mg Tablet']",True
Zorem 1.25 Capsule,Ramipril,1.25mg,Capsule,Hypertension,"['Cardiopril 1.25 Capsule', 'Ramipril 1.25mg Capsule', 'Ramcor 1.25 Capsule']",True
Zorem 10 Capsule,Ramipril,10mg,Capsule,Hypertension,"['Cardiopril 10 Capsule', 'Cardiopil 10mg Capsule', 'Proace 10mg Capsule']",True
Zorem 2.5 Capsule,Ramipril,2.5mg,Capsule,Hypertension,"['Cardiopril 2.5 Capsule', 'Cardika 2.5mg Capsule', 'Hopecard 2.5 Capsule']",True
Zorem 5 Capsule,Ramipril,5mg,Capsule,Hypertension,"['Atorec R 5mg/10mg Capsule', 'Cardiopril 5 Capsule', 'Hopace-H 5 Capsule']",True
Zorem LT 2.5mg/50mg Tablet,Ramipril,2.5mg,Tablet,Hypertension,"['ACE 2.5mg Tablet', 'Acepril 2.5mg Tablet', 'AB-Ramprel 2.5mg Tablet']",True
Zorem Plus 2.5mg/50mg/12.5mg Tablet,Ramipril,2.5mg,Tablet,Hypertension,"['ACE 2.5mg Tablet', 'Acepril 2.5mg Tablet', 'AB-Ramprel 2.5mg Tablet']",True
Zorem Plus 5mg/50mg/12.5mg Tablet,Ramipril,5mg,Tablet,Hypertension,"['Acepril 5mg Tablet', 'AB-Ramprel 5 Tablet', 'Amipril 5mg Tablet']",True
Zorem-HT 10 Tablet,Ramipril,10mg,Tablet,Hypertension,"['Bpace 10mg Tablet', 'Beram 10mg Tablet', 'Cardace 10 Tablet']",True
Zorem-HT 2.5 Tablet,Ramipril,2.5mg,Tablet,Hypertension,"['ACE 2.5mg Tablet', 'Acepril 2.5mg Tablet', 'AB-Ramprel 2.5mg Tablet']",True
Zorem-HT 5 Tablet,Ramipril,5mg,Tablet,Hypertension,"['Acepril 5mg Tablet', 'AB-Ramprel 5 Tablet', 'Amipril 5mg Tablet']",True
Zortan 25mg Tablet,Losartan,25mg,Tablet,Hypertension,"['Angizaar 25 Tablet', 'Amlozaar 25 mg/5 mg Tablet', 'Asart 25mg Tablet']",True
Zortan AM 50 mg/5 mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zosart-H 50mg/12.5mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zotan 25mg Tablet,Losartan,25mg,Tablet,Hypertension,"['Angizaar 25 Tablet', 'Amlozaar 25 mg/5 mg Tablet', 'Asart 25mg Tablet']",True
Zotan 50mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zotan H 50mg/12.5mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zozopolo 50mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zozopolo-A 50mg/5mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zozopolo-H 50mg/12.5mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zuldine AT 5mg/50mg Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zulton 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zumet A 5mg/50mg Tablet XL,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zunatel H 40mg/12.5mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zuritel 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zyltan 25 Tablet,Losartan,25mg,Tablet,Hypertension,"['Angizaar 25 Tablet', 'Amlozaar 25 mg/5 mg Tablet', 'Asart 25mg Tablet']",True
Zyltan 50mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zyltan H 50 mg/12.5 mg Tablet,Losartan,50mg,Tablet,Hypertension,"['Amlozaar Tablet', 'Amlozaar-H Tablet', 'Asomex-LT Tablet']",True
Zypress-AT Tablet,Amlodipine,5mg,Tablet,Hypertension,"['Amlokind-AT Tablet', 'Amlokind 5 Tablet', 'Amlong Tablet']",True
Zytel 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zytel AM Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zytel CH 40mg Tablet,Telmisartan,40mg,Tablet,Hypertension,"['Amlosafe 3D Tablet', 'Amlopres TL Tablet', 'Amlosafe TM 40 Tablet']",True
Zytel CH 80mg Tablet,Telmisartan,80mg,Tablet,Hypertension,"['Amlosafe 3D 80 Tablet', 'Amlosafe TM 80 Tablet', 'Arbitel 80 Tablet']",True
A Pan 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
A Pandom 30mg/40mg Tablet SR,Domperidone,30mg,Tablet,PPIs/Reflux,"['Acid Cool DSR 30mg/20mg Tablet', 'Acipan D 30mg/40mg Tablet SR', 'Ancera D 30mg/20mg Tablet']",True
A Rab D 30mg/20mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
A Zol 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
AD PH 30mg/20mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
AIG 20mg Capsule,Omeprazole,20mg,Capsule,PPIs/Reflux,"['Acid 20 Capsule', 'Azole 20mg Capsule', 'Amaze 20mg Capsule']",True
AIG D 10mg/20mg Capsule,Domperidone,10mg,Capsule,PPIs/Reflux,"['Acitec D 10mg/20mg Capsule', 'Acizole D 10mg/20mg Capsule', 'Azpraz DM 10 mg/20 mg Capsule']",True
APD Capsule,Omeprazole,20mg,Capsule,PPIs/Reflux,"['Acid 20 Capsule', 'Azole 20mg Capsule', 'AIG 20mg Capsule']",True
AV Top 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Aardom 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Aardom D 30mg/10mg Tablet,Domperidone,30mg,Tablet,PPIs/Reflux,"['Acid Cool DSR 30mg/20mg Tablet', 'Acipan D 30mg/40mg Tablet SR', 'Ancera D 30mg/20mg Tablet']",True
Aarpen D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Aarrab LSR Capsule,Levosulpiride,75mg,Capsule,PPIs/Reflux,"['Acera-L Capsule SR', 'Acidart 75mg/20mg Capsule', 'Ansuper-Plus Capsule SR']",True
Abcid 20mg Capsule,Omeprazole,20mg,Capsule,PPIs/Reflux,"['Acid 20 Capsule', 'Azole 20mg Capsule', 'AIG 20mg Capsule']",True
Abcid D 10mg/20mg Capsule,Domperidone,10mg,Capsule,PPIs/Reflux,"['AIG D 10mg/20mg Capsule', 'Acitec D 10mg/20mg Capsule', 'Acizole D 10mg/20mg Capsule']",True
Abetrol 20mg Tablet,Rabeprazole,20mg,Tablet,PPIs/Reflux,"['Above 5 Tablet', 'Azirab 20mg Tablet', 'Asterab 20 Tablet']",True
Abetrol D 10mg/20mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Abex 20mg Tablet,Rabeprazole,20mg,Tablet,PPIs/Reflux,"['Above 5 Tablet', 'Azirab 20mg Tablet', 'Asterab 20 Tablet']",True
Abex L 75mg/20mg Capsule SR,Levosulpiride,75mg,Capsule,PPIs/Reflux,"['Acera-L Capsule SR', 'Acidart 75mg/20mg Capsule', 'Ansuper-Plus Capsule SR']",True
Abex-D 10mg/20mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Abex-DSR 30mg/20mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Abex-IT 20mg/150mg Tablet,Rabeprazole,20mg,Tablet,PPIs/Reflux,"['Above 5 Tablet', 'Azirab 20mg Tablet', 'Asterab 20 Tablet']",True
Abgates D 10mg/20mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Abgood D 30mg/20mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Abicid 20 Capsule,Omeprazole,20mg,Capsule,PPIs/Reflux,"['Acid 20 Capsule', 'Azole 20mg Capsule', 'AIG 20mg Capsule']",True
Abicid-DM Capsule,Domperidone,10mg,Capsule,PPIs/Reflux,"['AIG D 10mg/20mg Capsule', 'Acitec D 10mg/20mg Capsule', 'Acizole D 10mg/20mg Capsule']",True
Abicid-O Tablet,Esomeprazole,40mg,Tablet,PPIs/Reflux,"['Adyom 40mg Tablet', 'Acidoseal 40mg Tablet', 'Absoz 40 Tablet']",True
Abijem D 10mg/20mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Abijem-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Abipan Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Abipan-DM Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Abipan-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
